Music;Quadrant;Id;Semantic_Gazeteers_AvgValence;Semantic_Gazeteers_AvgArousal;Semantic_DAL_ANEW_AvgValence;Semantic_DAL_ANEW_AvgArousal;Semantic_DAL_ANEW_AvgDominance;Semantic_Synesktech_Valence;Semantic_Synesktech_HappinessWeight;Semantic_Synesktech_SadnessWeight;Semantic_Synesktech_AngerWeight;Semantic_Synesktech_FearWeight;Semantic_Synesktech_DisgustWeight;Semantic_Synesktech_SurpriseWeight;Semantic_GI_negativ;Semantic_GI_pstv;Semantic_GI_strong;Semantic_GI_weak;Semantic_GI_submit;Semantic_GI_pain;Semantic_GI_arousal;Semantic_GI_vice;Semantic_GI_academ;Semantic_GI_doctrin;Semantic_GI_econ@;Semantic_GI_exch;Semantic_GI_exprsv;Semantic_GI_legal;Semantic_GI_milit;Semantic_GI_polit@;Semantic_GI_polit;Semantic_GI_relig;Semantic_GI_coll;Semantic_GI_work;Semantic_GI_ritual;Semantic_GI_male;Semantic_GI_female;Semantic_GI_hu;Semantic_GI_social;Semantic_GI_region;Semantic_GI_route;Semantic_GI_land;Semantic_GI_sky;Semantic_GI_object;Semantic_GI_food;Semantic_GI_comnobj;Semantic_GI_natobj;Semantic_GI_bodypt;Semantic_GI_comform;Semantic_GI_say;Semantic_GI_need;Semantic_GI_goal;Semantic_GI_means;Semantic_GI_persist;Semantic_GI_fail;Semantic_GI_natrpro;Semantic_GI_begin;Semantic_GI_vary;Semantic_GI_increas;Semantic_GI_finish;Semantic_GI_stay;Semantic_GI_rise;Semantic_GI_exert;Semantic_GI_fetch;Semantic_GI_fall;Semantic_GI_causal;Semantic_GI_ought;Semantic_GI_perceiv;Semantic_GI_compare;Semantic_GI_solve;Semantic_GI_abs@;Semantic_GI_quality;Semantic_GI_quan;Semantic_GI_numb;Semantic_GI_freq;Semantic_GI_time@;Semantic_GI_space;Semantic_GI_pos;Semantic_GI_dim;Semantic_GI_rel;Semantic_GI_self;Semantic_GI_our;Semantic_GI_you;Semantic_GI_name;Semantic_GI_yes;Semantic_GI_negate;Semantic_GI_intrj;Semantic_GI_sv;Semantic_GI_indadj;Semantic_GI_powgain;Semantic_GI_powloss;Semantic_GI_powcon;Semantic_GI_powcoop;Semantic_GI_powaupt;Semantic_GI_powtot;Semantic_GI_rcrelig;Semantic_GI_rcgain;Semantic_GI_rcends;Semantic_GI_rctot;Semantic_GI_rspgain;Semantic_GI_rsploss;Semantic_GI_rspoth;Semantic_GI_rsptot;Semantic_GI_affpt;Semantic_GI_affoth;Semantic_GI_wlbgain;Semantic_GI_wlbloss;Semantic_GI_wlbphys;Semantic_GI_wlbpsyc;Semantic_GI_wlbpt;Semantic_GI_enlends;Semantic_GI_enltot;Semantic_GI_skltot;Semantic_GI_trngain;Semantic_GI_trnloss;Semantic_GI_tranlw;Semantic_GI_meanslw;Semantic_GI_endslw;Semantic_GI_arenalw;Semantic_GI_ptlw;Semantic_GI_negaff;Semantic_GI_posaff;Semantic_GI_if;Stylistic_CapitalLetters_cfcl
mt0008953247;Q3;mt0008953247;1.5575;1.6774999999999998;1.8572796874999995;1.6462713541666656;1.7541666666666662;-1;1.0;1.0;0.5;0.5;0.5;0.1285714285714285;7;12;49;14;2;1;2;2;5;0;5;0;0;0;1;1;7;0;1;10;1;6;0;8;6;0;1;1;0;9;0;0;1;4;10;2;2;0;4;4;2;4;2;6;0;2;7;3;4;6;0;2;0;8;1;9;1;3;12;6;3;28;38;8;7;7;11;5;11;2;0;6;1;9;0;4;3;0;0;1;22;0;0;0;0;0;1;1;2;3;0;0;1;1;0;0;0;11;0;2;1;3;1;5;0;1;0;3;3;34
mt0008963540;Q3;mt0008963540;2.364;2.211428571428572;1.7992451063829795;1.6570625531914878;1.776170212765958;-1;1.0;1.0;0.09;0.0818181818181818;0.05;0.09;12;13;36;17;1;0;1;10;0;1;5;0;0;4;0;9;7;0;4;3;0;2;32;6;3;4;4;9;0;16;0;1;1;1;8;3;0;4;6;0;3;4;0;1;0;2;0;0;1;3;0;4;1;3;3;14;3;0;60;7;9;56;37;0;4;0;0;0;2;0;1;1;6;15;0;2;2;0;0;0;11;0;0;0;4;0;0;0;0;1;1;0;0;3;1;0;4;22;4;0;2;6;3;4;2;1;1;4;10;31
mt0008969183;Q3;mt0008969183;2.52;1.545;1.8030506024096395;1.6413867469879533;1.5963855421686737;1;1.0;1.0;0.5;1.0;0.5;0.1285714285714285;30;18;27;21;4;3;11;5;0;0;4;0;0;4;1;0;2;0;1;4;3;0;2;3;4;1;0;0;1;11;0;4;1;2;2;0;3;3;10;7;7;6;0;5;1;7;4;0;1;4;0;5;2;5;0;4;4;13;14;4;1;19;16;0;2;2;12;0;26;2;0;0;4;20;0;4;3;1;2;0;18;0;2;0;3;0;0;0;0;0;2;0;2;8;1;0;0;12;3;1;4;13;0;12;1;4;2;2;1;24
mt0008990167;Q4;mt0008990167;2.78;2.17375;2.0265653333333336;1.6868933333333331;1.6133333333333335;1;1.0;1.0;0.5;0.5;0.5;0.0615384615384615;4;32;18;0;1;1;5;0;1;0;5;1;0;6;0;0;0;0;0;6;0;0;0;0;1;0;0;1;4;2;0;1;0;0;2;0;0;1;2;2;1;4;0;15;0;0;0;7;6;0;4;5;0;0;0;1;2;6;8;1;0;7;8;3;4;4;6;0;14;0;0;1;2;16;1;0;0;0;2;0;3;0;0;0;7;0;0;0;0;0;5;0;0;1;4;0;0;5;0;1;1;2;0;0;0;0;0;4;3;16
mt0009005900;Q1;mt0009005900;1.5393333333333332;2.014666666666666;1.7869058823529411;1.7014823529411764;1.7254901960784306;-1;0.3;1.0;0.1142857142857142;0.2666666666666666;0.2666666666666666;0.0615384615384615;33;17;45;17;1;1;2;3;0;2;2;0;10;21;0;2;23;1;9;6;3;6;0;11;20;0;0;0;0;15;0;4;0;2;14;0;2;3;9;1;3;0;0;3;0;0;0;0;2;0;0;10;0;0;2;9;4;4;14;2;7;42;29;2;4;0;20;2;0;2;2;7;2;25;0;4;4;10;8;0;50;0;1;0;3;0;0;1;1;2;4;0;0;0;0;0;0;18;6;0;1;2;6;3;0;7;1;1;3;24
mt0009060419;Q1;mt0009060419;2.145833333333333;2.558888888888889;1.870207386363636;1.6572028409090909;1.4943181818181808;-1;1.0;1.0;0.1285714285714285;1.0;0.2;0.2;32;61;61;23;6;9;0;8;0;0;8;0;2;4;11;11;15;0;1;3;1;0;0;4;1;0;0;0;0;1;0;1;0;0;7;0;28;0;17;0;0;1;2;0;0;13;1;0;10;0;0;19;0;0;2;4;0;11;37;7;17;59;34;6;0;4;1;2;20;11;3;0;5;24;3;0;1;13;0;1;23;0;0;0;9;0;2;1;3;0;2;0;7;0;29;0;0;5;0;0;0;11;0;19;1;0;6;11;9;59
mt0009153900;Q1;mt0009153900;2.8823529411764706;2.5594117647058825;2.0556500000000004;1.718303846153847;1.4858974358974355;1;1.0;1.0;0.5;0.5;0.5;0.0615384615384615;19;93;58;18;3;3;5;3;0;0;2;0;0;4;1;0;1;0;0;6;1;2;0;2;1;0;0;3;1;2;0;1;0;1;6;1;6;4;8;2;2;2;8;4;2;0;1;1;3;4;4;12;0;1;0;11;8;10;13;2;7;23;7;2;0;11;22;2;26;0;5;0;6;47;0;1;2;3;1;0;17;0;3;0;9;0;0;1;1;1;39;0;4;3;1;0;0;22;1;2;3;5;0;5;0;0;1;2;3;38
mt0009164591;Q3;mt0009164591;2.364;2.211428571428572;1.7963048076923076;1.6597538461538464;1.4461538461538457;1;0.9;0.8;0.4;0.4;0.4;0.1333333333333333;10;6;32;1;1;1;0;9;0;0;0;0;0;0;0;0;2;0;0;7;0;0;0;0;0;0;0;0;0;2;0;0;0;0;7;0;0;2;0;1;0;0;0;3;1;7;0;0;0;0;0;10;0;4;0;13;0;11;18;0;7;30;18;0;0;3;16;0;24;2;0;23;9;15;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;4;20;0;0;0;1;0;8;0;1;5;0;2;17
mt0009174874;Q2;mt0009174874;1.84625;2.07625;1.8777143712574853;1.703137724550898;1.7508982035928138;-1;0.8;1.0;1.0;1.0;0.7;0.1285714285714285;26;27;24;19;5;4;12;6;0;0;8;2;3;6;2;4;5;0;5;11;3;1;0;9;3;1;0;4;2;10;0;1;0;2;17;1;0;1;4;1;2;8;0;3;1;2;0;1;5;1;3;2;0;12;2;13;2;10;20;2;6;32;22;1;1;1;23;1;4;0;0;2;2;12;1;2;3;5;3;1;23;0;2;0;7;0;2;4;6;1;1;1;4;5;1;0;0;32;6;0;2;9;0;1;3;2;7;1;4;34
mt0009206381;Q1;mt0009206381;2.5443478260869568;2.338695652173913;1.9244155102040816;1.7927208163265276;1.6130612244897953;-1;1.0;1.0;1.0;0.9;0.7;0.1285714285714285;41;67;83;12;3;5;18;13;1;0;5;3;4;6;0;1;1;0;1;25;2;5;0;8;1;0;4;2;2;7;1;2;1;3;29;1;1;6;12;3;7;15;2;8;2;2;2;1;7;5;1;5;0;13;4;12;2;8;41;2;7;21;53;0;0;6;35;5;27;0;2;41;21;42;1;6;5;11;0;0;42;0;1;0;2;0;1;6;7;5;21;2;8;5;5;2;0;25;0;6;7;8;0;8;2;7;3;8;3;31
mt0009233872;Q1;mt0009233872;2.8325;2.3825000000000003;2.01593680297398;1.6998111524163568;1.6408921933085494;1;1.0;0.64;0.32;0.32;0.32;1.0;6;48;23;5;2;1;2;4;1;2;35;13;2;0;1;6;4;0;3;9;0;0;0;4;15;0;0;0;0;14;1;2;1;1;0;0;4;1;2;1;0;2;1;1;1;0;0;0;0;3;0;3;0;0;1;3;2;7;35;31;0;1;4;0;0;3;32;5;28;0;0;2;0;55;2;4;1;0;0;3;11;0;0;0;3;0;0;1;1;0;7;0;0;10;1;0;0;2;5;0;0;1;2;0;0;0;2;9;34;39
mt0009239443;Q2;mt0009239443;1.4422727272727274;2.212727272727273;1.8538221902017284;1.6826342939481262;1.4881844380403442;1;1.0;1.0;1.0;0.8;0.8;0.2;52;46;115;31;2;5;15;13;3;0;5;0;0;5;6;1;31;1;0;13;7;1;0;5;1;1;1;0;0;2;0;1;0;2;36;25;11;1;36;0;13;24;6;3;1;2;1;0;2;6;0;13;0;4;2;56;6;1;35;3;55;35;13;1;1;14;22;42;35;6;13;26;23;110;3;3;10;19;0;0;57;1;2;0;15;1;3;3;7;0;0;0;14;7;4;1;0;79;2;14;7;9;4;15;0;0;6;1;34;58
mt0009263768;Q3;mt0009263768;2.4266666666666667;2.5900000000000003;1.8894701612903224;1.6273217741935484;1.759677419354838;-1;1.0;1.0;0.5;0.5;0.5;0.3333333333333333;26;18;12;19;3;0;9;4;9;6;1;0;0;2;0;1;4;1;2;8;0;0;1;3;1;0;0;0;0;14;0;13;0;0;31;1;0;1;3;0;6;1;1;0;0;7;0;0;0;7;0;7;3;0;1;9;2;0;24;15;1;5;23;0;1;3;12;5;6;2;1;2;4;6;0;0;5;0;0;0;9;0;0;0;0;0;1;0;1;0;6;0;0;1;0;0;2;66;0;5;8;7;0;4;0;1;3;2;1;41
mt0009300582;Q3;mt0009300582;2.57;3.0;1.8792500000000003;1.7600326086956526;1.6173913043478263;-1;0.2666666666666666;0.2666666666666666;0.0454545454545454;0.0941176470588235;0.0666666666666666;0.0;6;9;11;1;0;1;0;3;0;0;2;0;2;0;0;2;2;0;1;0;1;0;0;3;1;0;0;0;0;1;0;0;0;1;2;0;0;0;0;0;1;0;1;0;0;2;0;0;0;1;0;1;0;1;0;2;1;2;7;0;0;3;4;0;0;2;5;0;8;0;0;1;1;6;0;2;1;0;0;0;8;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;8;2;0;0;4;1;2;0;0;1;0;1;18
mt0009311775;Q2;mt0009311775;1.885;2.72;1.8013619289340108;1.6853761421319793;1.5837563451776642;1;1.0;1.0;0.1285714285714285;0.1125;0.0555555555555555;0.1285714285714285;31;48;69;16;1;1;3;11;3;0;6;0;1;13;0;5;3;1;3;9;4;1;2;8;0;0;7;0;0;5;0;3;0;2;24;4;0;0;26;4;8;23;1;0;8;9;1;0;5;1;0;11;0;5;1;5;0;4;36;0;11;52;54;0;0;9;12;0;8;1;0;32;17;3;4;9;0;3;3;2;26;0;0;0;12;1;0;7;8;1;0;0;3;7;1;1;0;17;3;1;3;7;0;6;1;1;1;4;2;42
mt0009312856;Q3;mt0009312856;1.55;2.3516666666666666;1.9616;1.6244434285714286;1.651428571428571;-1;0.2666666666666666;0.2666666666666666;0.125;0.125;0.2;0.0615384615384615;21;35;59;7;3;1;7;5;9;2;0;0;1;5;0;0;10;0;0;14;0;4;0;6;9;0;2;3;0;5;0;1;0;6;15;1;1;1;11;4;3;12;0;2;2;3;3;0;0;1;0;9;0;14;0;14;5;13;18;3;0;49;12;1;0;4;3;0;30;0;0;0;8;18;0;10;3;3;2;0;28;1;3;0;11;0;0;7;7;4;0;0;6;6;0;2;6;44;0;0;0;7;6;2;0;0;2;1;6;27
mt0009320357;Q2;mt0009320357;1.6271428571428572;2.442857142857143;1.894718791946308;1.7142593959731534;1.5550335570469789;-1;1.0;1.0;0.9;1.0;0.2;0.8;47;63;35;23;10;7;17;10;0;0;15;6;10;19;2;4;1;2;2;13;1;6;0;12;0;0;3;0;1;21;1;5;6;1;25;0;5;4;17;1;5;8;4;3;4;13;1;0;4;4;0;10;2;3;6;27;8;8;19;0;9;39;26;0;1;4;29;1;62;0;9;7;25;61;0;4;1;1;0;0;21;5;2;0;26;2;0;7;9;5;4;0;2;7;5;1;2;46;6;1;5;5;0;12;4;1;6;6;3;54
mt0009321428;Q3;mt0009321428;2.6225;2.59375;1.968723287671233;1.7167143835616443;1.4767123287671229;1;1.0;0.2666666666666666;0.4;0.0368421052631578;0.0;0.1;12;49;33;4;1;0;2;4;0;0;3;0;6;3;0;0;0;2;0;9;3;0;0;3;5;0;4;0;0;4;0;0;2;0;12;0;1;2;13;0;2;7;1;1;0;6;3;0;3;3;0;12;2;1;2;6;8;7;25;2;4;8;17;0;0;6;0;14;0;0;12;9;17;23;1;4;1;0;0;0;5;1;3;1;14;0;0;5;5;1;9;0;0;3;0;0;8;28;12;0;1;2;0;3;3;4;0;0;14;38
mt0009360971;Q2;mt0009360971;1.3878260869565218;2.3260869565217392;1.7531525252525253;1.715944949494949;1.7080808080808074;-1;1.0;1.0;1.0;0.75;0.75;0.0615384615384615;63;15;57;11;3;6;8;12;2;1;6;0;2;3;0;4;5;1;2;11;3;2;0;20;0;0;3;0;0;13;2;6;1;10;8;0;7;0;4;2;5;12;3;1;3;8;3;0;9;2;0;8;0;3;1;3;1;4;20;3;1;22;22;2;0;10;29;0;23;1;3;14;9;19;3;3;0;4;0;2;24;3;1;0;8;0;0;2;2;2;0;0;4;13;0;0;0;5;8;2;9;5;0;2;0;2;3;6;2;31
mt0009392584;Q2;mt0009392584;2.1281481481481483;2.202592592592592;1.823925740740744;1.6444612962962948;1.7088888888888902;-1;1.0;1.0;1.0;1.0;0.7;0.35;104;77;108;54;13;8;16;16;4;1;19;0;4;44;1;3;5;1;6;15;5;3;21;62;1;1;2;2;0;22;1;6;3;2;21;0;1;5;22;11;12;13;0;14;2;4;6;1;5;15;3;17;3;12;4;18;13;11;64;9;1;47;36;2;3;5;60;1;13;0;5;21;16;20;3;6;11;5;3;2;50;1;4;0;50;1;1;4;6;1;13;1;0;16;4;26;1;35;9;0;13;24;4;14;35;25;36;10;11;123
mt0009495280;Q3;mt0009495280;2.364;2.211428571428572;1.922754601226995;1.6638840490797548;1.379141104294478;-1;0.2666666666666666;0.2666666666666666;0.1333333333333333;0.1666666666666666;0.1333333333333333;0.1;27;30;31;24;4;0;4;4;0;0;9;0;0;2;0;1;3;0;1;9;0;1;0;3;0;0;0;0;0;5;0;2;1;0;6;1;19;2;7;1;3;4;1;9;1;0;0;0;0;2;0;13;2;16;3;15;7;5;29;2;16;4;8;2;0;4;27;2;28;0;2;8;10;62;0;0;1;1;1;0;10;0;2;0;7;0;1;0;1;2;1;0;1;4;1;0;2;33;2;4;0;6;2;23;0;0;0;0;13;28
mt0009495283;Q3;mt0009495283;2.66;1.75;1.7660794117647045;1.761866666666666;1.4970588235294122;-1;1.0;0.3333333333333333;0.1333333333333333;0.8888888888888888;0.1333333333333333;1.0;17;18;24;27;2;0;3;6;1;0;0;0;0;9;0;1;1;1;2;1;0;0;0;3;1;0;1;1;1;5;0;1;2;3;34;1;2;0;11;1;5;5;1;1;0;6;3;1;1;2;3;8;0;6;7;32;1;4;81;3;28;86;29;0;1;11;11;9;8;0;1;104;32;14;0;2;3;0;2;1;11;0;1;1;12;0;1;2;3;0;0;0;1;1;0;0;2;21;0;4;7;7;0;2;0;0;0;0;1;55
mt0009495284;Q3;mt0009495284;1.8957142857142848;2.2164285714285707;1.8275479885057475;1.6307626436781613;1.505747126436781;-1;1.0;1.0;0.5;0.5;0.5;0.1;55;107;112;27;8;3;9;9;4;0;6;2;7;19;0;0;0;0;1;10;1;0;0;3;4;1;2;0;0;18;5;3;4;12;32;1;18;7;14;3;12;14;0;10;0;3;1;0;1;14;0;28;4;11;13;31;20;10;63;13;27;75;55;3;9;2;27;0;29;0;14;4;29;62;0;24;10;0;2;1;55;0;6;0;30;0;1;3;4;0;5;0;2;4;1;0;0;77;2;1;3;17;2;26;1;0;1;0;6;73
mt0009495285;Q3;mt0009495285;1.97;2.3600000000000003;1.8707886227544912;1.704980239520958;1.5592814371257466;-1;0.8;0.8;0.9;0.9;0.7;0.0615384615384615;7;33;39;26;9;0;10;0;3;0;2;0;1;5;0;2;2;0;2;3;2;0;0;4;3;0;1;0;0;7;0;0;0;3;15;0;0;1;10;2;3;3;0;4;0;1;0;0;0;2;0;3;1;7;2;25;3;1;18;0;9;38;41;9;9;11;23;1;22;0;5;5;8;34;0;7;3;1;1;0;22;0;1;0;7;1;0;1;2;0;1;0;1;1;0;2;0;36;0;3;0;7;0;2;0;1;0;6;2;53
mt0009577134;Q2;mt0009577134;1.9266666666666663;2.0;1.8879165853658533;1.776202439024391;1.6839024390243893;-1;1.0;1.0;0.1666666666666666;1.0;1.0;0.15;54;26;36;44;2;0;7;25;6;1;9;0;0;5;0;8;0;3;8;4;0;0;0;17;0;0;28;0;0;8;0;7;0;6;9;0;0;1;3;0;14;69;2;3;8;10;0;1;7;1;0;13;1;0;4;9;3;2;11;0;2;13;38;0;0;2;23;0;43;0;7;6;16;9;0;7;3;0;0;6;19;1;0;0;7;2;2;7;11;0;0;0;2;27;0;2;2;18;1;8;1;59;0;7;0;0;6;5;5;26
mt0009781899;Q3;mt0009781899;1.4888888888888892;1.824444444444444;1.8352568306010928;1.668826229508196;1.5934426229508192;-1;0.8;1.0;0.9;0.9;0.7;0.0615384615384615;30;10;21;4;5;4;0;13;0;0;0;0;1;0;0;1;2;7;0;1;0;2;29;3;7;0;0;0;0;3;1;1;0;2;19;5;0;1;3;6;0;1;0;7;0;4;0;0;1;1;0;12;1;12;0;8;2;11;3;2;3;10;23;3;0;1;35;0;4;0;1;3;8;18;0;0;0;0;3;0;6;7;1;0;10;0;0;1;1;3;0;0;4;2;5;0;4;45;2;0;1;4;0;3;0;1;6;0;11;56
mt0010007878;Q3;mt0010007878;2.25;1.5857142857142856;1.7332558441558443;1.687645454545455;1.906493506493507;-1;0.2666666666666666;0.2666666666666666;0.1333333333333333;0.1333333333333333;0.1333333333333333;0.0;29;1;17;17;2;4;6;8;8;0;0;0;0;4;0;0;0;0;8;6;0;0;2;16;0;0;0;0;5;13;0;12;0;14;1;0;0;1;0;0;0;2;0;0;0;2;16;0;2;0;3;2;0;0;0;0;0;3;12;0;0;2;21;8;9;18;13;0;0;0;0;4;1;1;0;8;0;0;0;8;26;0;0;0;0;0;0;0;0;0;0;0;8;0;2;0;0;0;2;0;2;10;0;0;0;0;0;0;0;12
mt0010007881;Q3;mt0010007881;2.4933333333333336;2.0;1.960241772151899;1.688011392405064;1.683544303797469;1;1.0;0.2666666666666666;0.0692307692307692;0.15;0.15;0.0615384615384615;0;6;26;3;0;1;3;0;0;0;1;0;1;4;0;0;4;0;3;0;0;0;0;3;0;0;2;0;2;4;1;3;0;0;7;0;0;0;0;6;0;10;4;0;2;0;0;0;2;0;0;1;0;1;2;0;0;10;22;2;0;17;4;0;1;0;0;7;0;4;0;0;0;4;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;2;0;2;2;1;0;5;0;0;0;6;0;4;5;0;0;0;2;15
mt0010007882;Q3;mt0010007882;2.3083333333333336;1.794166666666667;1.8736601941747577;1.5826417475728147;1.811650485436893;-1;0.15;0.16;0.0769230769230769;1.0;0.0615384615384615;0.0;14;3;6;11;0;0;2;2;0;0;4;0;0;0;1;1;1;2;2;3;1;3;10;6;1;1;3;1;1;2;0;0;2;2;7;0;0;0;7;0;2;2;0;0;0;2;3;0;1;2;0;1;0;0;0;0;0;2;8;2;1;5;14;0;3;2;2;1;0;1;1;0;3;2;0;2;2;1;0;0;8;1;0;0;3;0;0;2;2;1;0;0;0;0;0;2;0;0;0;0;5;2;1;0;0;4;2;0;0;33
mt0010065680;Q1;mt0010065680;2.772941176470588;2.408235294117647;2.0851487179487203;1.741420279720284;1.8960372960372989;1;1.0;0.2666666666666666;0.175;0.2666666666666666;0.2666666666666666;0.2;158;205;253;22;7;1;55;72;3;11;8;1;4;2;0;0;1;0;0;14;67;1;8;14;1;0;1;0;0;67;59;3;4;12;102;0;9;2;5;0;11;6;2;2;67;2;1;0;4;12;66;25;9;6;0;20;6;12;181;1;0;15;22;4;4;29;54;2;94;0;0;0;5;51;0;7;6;3;1;0;25;0;64;0;70;0;66;2;68;4;20;0;5;7;2;4;0;18;14;10;3;14;3;6;0;3;1;38;3;135
mt0010100277;Q2;mt0010100277;2.35;1.775;1.8887224852071005;1.6034532544378706;1.772781065088758;-1;0.1363636363636363;1.0;0.16;0.4;0.4;0.0615384615384615;20;27;47;39;1;0;2;11;6;0;7;2;4;2;0;4;0;1;6;14;4;7;16;37;0;0;0;4;0;17;0;6;4;7;3;1;0;0;4;2;6;10;0;0;4;4;0;2;0;4;0;0;0;10;12;4;0;0;34;0;0;7;11;1;16;0;7;0;50;0;1;4;7;20;1;6;4;0;0;6;28;1;0;0;10;6;0;0;6;7;2;0;0;11;0;2;0;29;0;4;2;12;1;0;0;16;0;8;11;40
mt0010100278;Q1;mt0010100278;2.43;1.465;1.885671323529412;1.6073610294117653;1.641176470588235;-1;0.0615384615384615;0.25;0.125;0.1428571428571428;0.1428571428571428;0.0615384615384615;19;7;30;12;4;0;7;5;2;0;6;1;0;7;1;0;3;0;1;6;1;0;0;2;4;1;0;0;0;16;4;7;1;2;19;2;10;1;5;2;3;6;1;3;0;1;2;0;0;3;2;2;1;3;1;4;3;9;8;2;1;21;8;1;0;2;15;2;28;0;1;2;1;24;0;0;1;1;1;0;22;0;0;0;1;0;2;1;3;1;1;6;0;7;0;0;0;25;0;5;0;6;1;11;0;1;0;0;5;39
mt0010100279;Q1;mt0010100279;2.8;2.45;1.9330672897196264;1.6667009345794397;1.7271028037383174;-1;0.6;1.0;0.0692307692307692;1.0;0.1;0.225;3;22;27;6;4;0;6;0;0;1;7;0;4;0;1;2;5;0;0;4;0;1;21;7;2;0;0;0;0;9;2;4;0;2;8;1;1;4;3;0;2;0;2;3;0;1;0;1;2;2;1;2;0;8;0;7;1;1;7;1;3;6;18;0;2;2;8;2;7;1;0;1;0;14;0;1;2;4;0;1;14;0;0;0;0;0;2;1;3;2;1;0;0;1;4;0;0;9;6;5;0;1;0;0;0;0;0;2;1;26
mt0010100283;Q3;mt0010100283;2.7475;2.0225;1.8341238372093025;1.6621151162790702;1.6046511627906963;-1;1.0;1.0;0.7;0.8;0.7;0.1285714285714285;11;16;29;5;1;1;0;5;1;1;6;2;2;0;0;0;1;0;0;6;1;5;22;5;4;0;0;0;0;9;0;5;1;0;6;1;0;0;5;3;0;0;0;1;0;1;1;0;0;1;0;9;1;2;3;4;0;2;27;3;2;9;19;0;0;0;1;11;0;0;0;2;3;12;0;1;0;0;0;0;9;0;2;0;4;0;2;1;3;5;4;0;0;0;3;0;2;15;2;0;0;5;0;2;0;0;4;1;3;34
mt0010100285;Q1;mt0010100285;1.91;2.4433333333333334;1.9035837398373991;1.6886040650406509;1.6715447154471552;-1;1.0;0.8;1.0;0.4;0.4;0.0615384615384615;12;37;9;16;12;0;3;6;6;0;4;0;1;0;2;0;0;0;1;7;0;2;4;5;3;0;0;2;0;3;0;1;0;1;20;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;2;1;0;12;7;0;0;9;0;9;30;4;1;2;1;22;0;3;0;2;1;1;17;0;1;2;3;0;1;16;0;0;0;11;10;10;0;20;2;0;0;1;0;1;0;0;13;0;0;0;0;1;0;0;1;2;12;0;17
mt0010100324;Q4;mt0010100324;2.7371428571428567;2.4161904761904767;2.18224347826087;1.8925159420289848;1.84927536231884;1;1.0;0.3333333333333333;0.4;0.0769230769230769;0.4;0.0259259259259259;2;28;10;5;1;0;7;5;0;0;0;0;17;2;0;0;2;0;0;2;2;0;2;0;0;0;0;1;4;0;0;0;0;2;37;2;0;1;6;0;1;1;0;0;0;0;0;0;0;1;0;5;0;0;0;2;0;1;15;1;0;3;2;0;0;2;16;0;2;0;0;1;2;7;0;2;0;0;0;0;4;0;0;0;2;0;0;0;0;0;10;0;0;0;0;0;0;16;2;0;0;7;0;0;0;0;0;3;4;26
mt0010100333;Q1;mt0010100333;2.7585714285714285;2.4957142857142856;1.9422759090909087;1.6766722727272718;1.7245454545454535;1;1.0;0.2666666666666666;0.1;0.2666666666666666;0.2666666666666666;0.0;3;38;24;2;0;0;2;6;0;0;8;2;4;0;0;0;0;0;7;1;2;3;8;12;11;2;0;0;0;2;2;0;0;7;15;0;5;0;9;2;1;16;1;3;0;0;0;0;0;7;0;2;0;3;0;2;0;10;12;1;0;11;40;0;0;13;1;0;3;0;0;0;0;9;0;2;1;0;3;0;6;0;0;0;2;0;0;3;3;0;10;0;0;16;6;2;0;0;2;0;0;3;1;1;0;4;0;3;1;48
mt0010261588;Q1;mt0010261588;2.732;2.228;1.9477374045801537;1.6182824427480924;1.8351145038167893;1;1.0;0.2666666666666666;0.1111111111111111;0.1428571428571428;0.1285714285714285;0.0888888888888888;0;14;53;4;2;1;0;0;0;0;2;0;3;1;0;3;6;0;3;0;0;0;0;8;1;0;0;0;0;13;1;0;3;0;6;0;2;0;0;0;0;1;1;1;0;0;1;0;0;3;0;0;0;8;0;8;0;0;91;10;0;40;0;0;1;41;11;0;6;1;0;0;0;9;0;0;0;0;40;1;47;0;0;0;1;0;0;1;1;2;6;0;1;0;2;1;0;4;0;0;0;7;0;0;0;0;0;0;0;59
mt0010290775;Q4;mt0010290775;2.580909090909091;1.99;1.9937178571428584;1.6659000000000004;1.722857142857143;-1;1.0;0.18;0.16;0.18;0.18;0.0;6;25;25;6;1;1;2;1;1;1;2;0;4;6;0;5;8;1;2;9;4;10;0;14;2;0;1;0;5;8;0;2;2;2;31;6;0;0;4;0;2;6;0;0;2;2;0;0;2;4;0;9;0;12;0;16;1;13;17;0;3;4;16;3;10;1;8;4;13;0;0;0;15;16;0;1;0;1;1;0;23;0;0;1;3;0;0;1;1;0;0;4;1;3;0;4;0;59;0;2;2;10;0;6;2;0;0;3;2;31
