Music;Quadrant;Id;Semantic_Gazeteers_AvgValence;Semantic_Gazeteers_AvgArousal;Semantic_DAL_ANEW_AvgValence;Semantic_DAL_ANEW_AvgArousal;Semantic_DAL_ANEW_AvgDominance;Semantic_Synesktech_Valence;Semantic_Synesktech_HappinessWeight;Semantic_Synesktech_SadnessWeight;Semantic_Synesktech_AngerWeight;Semantic_Synesktech_FearWeight;Semantic_Synesktech_DisgustWeight;Semantic_Synesktech_SurpriseWeight;Semantic_GI_positiv;Semantic_GI_negativ;Semantic_GI_pstv;Semantic_GI_affil;Semantic_GI_ngtv;Semantic_GI_hostile;Semantic_GI_strong;Semantic_GI_power;Semantic_GI_weak;Semantic_GI_submit;Semantic_GI_active;Semantic_GI_passive;Semantic_GI_pleasur;Semantic_GI_pain;Semantic_GI_arousal;Semantic_GI_emot;Semantic_GI_virtue;Semantic_GI_vice;Semantic_GI_ovrst;Semantic_GI_undrst;Semantic_GI_academ;Semantic_GI_doctrin;Semantic_GI_econ@;Semantic_GI_exch;Semantic_GI_econ;Semantic_GI_exprsv;Semantic_GI_legal;Semantic_GI_milit;Semantic_GI_polit@;Semantic_GI_polit;Semantic_GI_relig;Semantic_GI_role;Semantic_GI_coll;Semantic_GI_work;Semantic_GI_ritual;Semantic_GI_socrel;Semantic_GI_male;Semantic_GI_female;Semantic_GI_nonadlt;Semantic_GI_hu;Semantic_GI_place;Semantic_GI_social;Semantic_GI_region;Semantic_GI_route;Semantic_GI_land;Semantic_GI_sky;Semantic_GI_object;Semantic_GI_tool;Semantic_GI_food;Semantic_GI_comnobj;Semantic_GI_natobj;Semantic_GI_bodypt;Semantic_GI_comform;Semantic_GI_com;Semantic_GI_say;Semantic_GI_need;Semantic_GI_goal;Semantic_GI_try;Semantic_GI_means;Semantic_GI_persist;Semantic_GI_complet;Semantic_GI_fail;Semantic_GI_natrpro;Semantic_GI_begin;Semantic_GI_vary;Semantic_GI_increas;Semantic_GI_finish;Semantic_GI_stay;Semantic_GI_rise;Semantic_GI_exert;Semantic_GI_fetch;Semantic_GI_travel;Semantic_GI_fall;Semantic_GI_know;Semantic_GI_causal;Semantic_GI_ought;Semantic_GI_perceiv;Semantic_GI_compare;Semantic_GI_eval;Semantic_GI_solve;Semantic_GI_abs@;Semantic_GI_abs;Semantic_GI_quality;Semantic_GI_quan;Semantic_GI_numb;Semantic_GI_card;Semantic_GI_freq;Semantic_GI_time@;Semantic_GI_time;Semantic_GI_space;Semantic_GI_pos;Semantic_GI_dim;Semantic_GI_rel;Semantic_GI_self;Semantic_GI_our;Semantic_GI_you;Semantic_GI_name;Semantic_GI_yes;Semantic_GI_no;Semantic_GI_negate;Semantic_GI_intrj;Semantic_GI_iav;Semantic_GI_dav;Semantic_GI_sv;Semantic_GI_indadj;Semantic_GI_powgain;Semantic_GI_powloss;Semantic_GI_powcon;Semantic_GI_powcoop;Semantic_GI_powaupt;Semantic_GI_powoth;Semantic_GI_powtot;Semantic_GI_rcethic;Semantic_GI_rcrelig;Semantic_GI_rcgain;Semantic_GI_rcends;Semantic_GI_rctot;Semantic_GI_rspgain;Semantic_GI_rsploss;Semantic_GI_rspoth;Semantic_GI_rsptot;Semantic_GI_affgain;Semantic_GI_affpt;Semantic_GI_affoth;Semantic_GI_afftot;Semantic_GI_wltoth;Semantic_GI_wlttot;Semantic_GI_wlbgain;Semantic_GI_wlbloss;Semantic_GI_wlbphys;Semantic_GI_wlbpsyc;Semantic_GI_wlbpt;Semantic_GI_wlbtot;Semantic_GI_enlgain;Semantic_GI_enlends;Semantic_GI_enloth;Semantic_GI_enltot;Semantic_GI_skloth;Semantic_GI_skltot;Semantic_GI_trngain;Semantic_GI_trnloss;Semantic_GI_tranlw;Semantic_GI_meanslw;Semantic_GI_endslw;Semantic_GI_arenalw;Semantic_GI_ptlw;Semantic_GI_negaff;Semantic_GI_posaff;Semantic_GI_surelw;Semantic_GI_if;Semantic_GI_notlw;Semantic_GI_timespc;Semantic_GI_formlw;Stylistic_WordsDictionary_Count;Stylistic_CapitalLetters_cfcl
mt0012930833;Q2;mt0012930833;1.7685714285714285;2.53;1.775761641221374;1.7004870229007638;1.585877862595422;-1;1.0;1.0;1.0;0.5;1.0;0.0615384615384615;76;118;83;46;108;60;144;34;67;14;165;142;5;11;31;13;32;34;97;32;0;0;5;1;9;2;21;19;17;24;0;23;17;29;0;71;1;1;0;40;10;2;1;0;7;0;40;24;2;8;4;7;28;14;2;7;3;12;15;2;9;6;26;5;2;1;8;8;1;20;11;25;29;28;25;4;15;2;20;28;13;20;38;91;4;3;21;33;6;66;1;1;8;37;0;42;0;8;1;23;11;215;86;51;0;5;17;14;0;17;43;112;17;2;11;0;30;3;2;6;11;16;0;3;19;8;9;0;17;13;8;0;37;7;0;28;36;4;5;10;20;36;1;11;2;3;11;11;38;17;24;78;15;282;106
mt0012988776;Q3;mt0012988776;2.5518181818181818;2.3145454545454545;1.9256666666666675;1.7131234848484846;1.7060606060606058;1;1.0;1.0;0.7142857142857143;0.125;0.1428571428571428;0.0615384615384615;48;15;48;45;16;8;76;9;8;8;37;41;16;1;6;16;10;4;12;10;0;1;1;0;2;2;5;2;2;2;1;4;1;2;1;42;1;17;0;5;2;2;0;0;0;0;4;4;0;0;0;3;7;2;0;5;1;4;12;3;0;2;1;0;2;0;0;7;0;1;1;2;0;17;5;0;10;4;4;3;2;3;18;17;2;0;3;14;1;7;1;0;1;21;0;0;0;0;1;1;2;57;20;18;0;8;1;3;1;1;1;15;5;1;1;0;7;0;0;7;7;21;1;12;34;2;2;0;0;1;2;0;3;3;0;10;13;5;6;3;0;9;0;6;0;2;3;4;8;5;0;22;3;51;13
mt0013058008;Q2;mt0013058008;2.1183333333333336;2.0622222222222217;1.845711842105264;1.6573230263157896;1.6605263157894727;-1;1.0;1.0;0.1666666666666666;0.9;0.1285714285714285;0.0888888888888888;22;34;22;16;34;26;70;6;7;2;64;19;6;4;2;8;6;5;14;4;4;0;2;0;2;0;1;8;1;2;2;3;2;4;0;18;0;14;0;5;10;5;0;0;1;4;24;24;0;0;0;4;2;0;0;0;0;0;1;1;1;4;4;2;23;0;1;0;1;23;1;1;0;2;2;1;3;0;5;2;0;0;7;7;0;0;0;4;0;19;12;12;0;1;0;23;0;0;0;0;1;54;18;7;0;1;2;25;1;0;3;33;0;6;0;1;7;0;2;0;2;4;0;2;6;2;2;0;0;3;3;0;6;3;0;10;13;2;3;21;0;20;2;0;0;0;0;1;5;1;0;1;3;140;27
mt0013070871;Q3;mt0013070871;2.716666666666667;2.7133333333333334;1.8706;1.7997716666666663;1.6566666666666667;-1;1.0;1.0;0.1428571428571428;0.0941176470588235;0.1428571428571428;0.0;9;7;8;11;7;0;3;0;5;0;1;11;1;0;2;1;1;7;2;0;0;0;3;0;3;0;0;0;0;1;0;3;1;0;1;0;1;2;0;4;0;0;0;0;0;0;1;1;0;0;0;1;6;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;1;0;4;0;0;0;0;1;0;0;0;1;0;2;0;0;0;6;1;12;0;0;0;0;2;3;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;5;3;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;4;3;0;0;0;0;2;14;7
mt0013101577;Q1;mt0013101577;2.556;2.1333333333333333;1.9215104347826093;1.7129591304347835;1.7252173913043478;1;1.0;0.125;0.1;0.125;0.06;0.0;42;17;40;35;17;2;24;4;13;0;28;36;9;2;4;12;10;17;17;10;0;0;10;0;6;12;2;2;0;0;0;0;0;12;4;23;0;22;0;0;7;4;0;2;1;0;12;10;0;0;0;4;7;0;0;6;2;0;11;0;0;0;5;0;0;2;4;0;4;0;2;10;5;4;5;0;5;6;4;2;0;3;3;20;0;0;4;18;3;31;1;9;6;19;4;2;0;1;1;3;8;33;18;9;0;2;0;2;0;0;2;6;2;0;0;0;2;0;0;2;2;23;0;14;37;4;4;0;4;10;2;0;16;1;0;11;12;0;0;0;3;4;1;6;0;2;2;4;1;4;3;25;0;48;28
mt0013105517;Q4;mt0013105517;2.9826086956521736;2.626956521739131;1.8917102409638555;1.6995387755102038;1.6281407035175866;1;1.0;0.3333333333333333;0.7;0.8;0.7;0.0;104;4;104;135;4;0;29;2;4;2;33;93;66;1;2;66;9;3;17;13;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;68;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;3;1;1;0;2;1;2;2;0;0;0;0;2;0;0;1;0;0;0;3;0;4;3;0;0;1;9;6;0;0;1;10;0;0;1;16;0;5;0;0;0;25;0;0;0;0;0;1;3;37;6;24;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;90;0;44;134;0;0;0;2;0;1;0;3;4;3;7;14;0;0;0;0;0;0;1;0;1;1;9;10;1;1;10;1;0;140
mt0013148928;Q1;mt0013148928;2.3794117647058823;1.914117647058824;1.879620289855073;1.6234951690821255;1.633816425120772;-1;1.0;1.0;0.84;0.96;0.84;0.2666666666666666;41;32;41;19;29;9;39;11;22;6;58;37;8;2;6;11;25;10;15;15;1;1;12;1;7;0;3;0;3;5;5;9;6;6;0;23;5;0;2;15;12;3;1;1;3;3;14;6;3;4;2;2;11;7;4;5;0;6;6;4;3;3;7;0;5;2;5;1;4;3;0;20;1;5;1;0;3;1;10;3;4;5;2;22;4;2;1;12;1;21;5;6;7;6;0;10;0;0;0;2;6;74;22;15;1;3;2;0;2;1;7;16;2;3;0;1;6;0;0;7;7;7;3;4;14;5;9;0;2;10;4;4;19;5;0;11;16;2;2;1;1;17;0;8;1;0;4;10;9;6;2;14;7;103;91
mt0013186132;Q1;mt0013186132;2.655;1.79;1.8799299435028256;1.6752519774011294;1.8203389830508483;1;1.0;1.0;0.1111111111111111;1.0;0.1285714285714285;0.0888888888888888;15;35;15;11;34;17;55;24;20;1;59;57;0;15;2;6;16;12;20;11;1;2;10;2;8;1;4;3;7;8;0;5;5;8;2;21;1;1;1;10;10;1;1;5;0;2;27;15;0;5;1;3;26;23;2;35;0;3;20;0;3;2;5;1;4;0;0;3;1;1;5;6;0;5;3;2;2;0;1;9;1;4;4;34;8;8;5;19;2;45;0;4;4;33;0;10;0;2;3;12;9;60;21;34;0;6;2;2;0;3;8;23;6;0;0;0;6;0;2;2;4;0;0;1;2;13;17;2;12;6;12;2;34;6;0;10;16;0;0;0;0;21;5;18;0;0;4;1;7;9;15;23;17;126;63
mt0013201347;Q1;mt0013201347;2.42;2.37;1.8886697368421053;1.7252460526315792;1.831578947368421;1;1.0;0.2666666666666666;0.1333333333333333;0.1333333333333333;0.1333333333333333;0.0;13;10;14;2;10;10;24;15;8;0;44;12;1;0;0;1;8;5;14;12;3;1;5;1;3;5;4;0;4;2;0;3;1;5;5;14;0;4;2;4;3;2;1;0;0;0;3;1;0;0;1;2;11;7;1;2;0;3;2;0;0;2;1;2;2;4;1;1;0;1;2;9;0;4;1;0;3;0;2;3;1;1;2;18;0;0;1;4;0;13;0;3;1;13;1;2;0;4;2;9;6;36;13;7;0;0;0;0;1;0;3;8;3;0;1;0;4;0;0;2;2;1;0;2;4;2;3;1;1;2;0;0;4;7;0;8;15;2;3;1;2;1;1;2;1;2;2;0;9;2;11;6;9;46;19
mt0013236693;Q1;mt0013236693;2.43;2.123333333333333;1.893292082111436;1.6898527859237535;1.6293255131964808;-1;1.0;1.0;0.5;0.7857142857142857;0.5;0.0909090909090909;87;24;97;50;23;16;65;16;17;4;60;57;15;0;18;10;35;6;55;24;1;0;6;0;6;3;22;0;1;4;1;1;1;14;1;20;12;0;3;2;9;1;0;0;3;3;22;3;3;13;0;11;42;26;3;6;1;1;16;0;1;0;13;0;3;4;4;3;0;2;1;0;0;20;3;3;10;6;16;17;6;23;16;42;2;2;7;36;16;44;3;3;8;34;4;48;0;19;4;22;25;71;33;48;2;1;0;1;2;1;19;26;18;1;9;0;28;0;0;3;3;16;0;8;25;3;3;2;2;9;0;0;13;7;0;29;36;0;0;8;1;12;2;18;1;0;4;4;37;8;26;70;20;146;55
mt0013425007;Q3;mt0013425007;2.8160000000000003;2.084;1.8875146067415736;1.658508988764044;1.4887640449438193;-1;1.0;1.0;0.2;0.2285714285714285;0.1666666666666666;0.12;37;37;36;18;38;11;36;4;10;5;56;41;2;2;2;3;14;18;28;13;0;0;0;0;0;2;2;2;0;0;0;3;0;2;1;20;0;0;0;3;1;0;0;1;0;0;7;6;0;0;1;0;10;4;1;3;0;5;4;9;3;1;4;0;11;0;0;2;1;2;0;12;0;10;2;0;5;1;11;13;1;4;5;19;1;1;1;22;3;11;0;0;4;20;1;35;0;1;2;6;10;67;19;16;1;1;0;3;6;0;2;12;5;0;2;0;7;0;0;2;2;1;2;7;11;0;0;0;0;5;2;0;7;5;0;17;28;13;13;2;1;5;0;12;0;1;5;1;10;3;6;29;5;70;20
mt0013427388;Q1;mt0013427388;2.6666666666666665;2.31;1.9775749019607844;1.8219199999999995;1.5262745098039212;1;1.0;1.0;0.225;0.2666666666666666;0.2666666666666666;1.0;42;12;41;11;11;3;45;11;6;1;137;34;0;1;6;3;35;3;63;3;6;2;5;2;5;1;1;1;6;5;1;7;2;30;2;5;1;2;5;9;9;7;0;0;2;0;24;13;1;3;3;1;10;11;0;0;1;1;1;1;2;0;1;0;110;0;2;0;0;0;2;9;1;11;0;0;1;1;33;37;6;8;2;8;2;2;0;32;0;27;6;9;3;14;0;60;1;0;0;2;0;80;41;90;1;0;0;1;2;2;1;10;1;0;0;0;1;1;0;1;2;3;1;3;9;4;5;1;0;5;0;2;8;7;0;21;29;6;6;1;2;36;0;28;0;1;2;29;30;2;2;12;7;191;39
mt0013430944;Q3;mt0013430944;1.5533333333333337;2.265;1.9957588709677423;1.7301072580645174;1.69516129032258;-1;1.0;1.0;1.0;0.2571428571428571;0.045;0.2;33;27;35;24;27;15;59;33;7;8;47;34;5;2;10;7;16;7;26;4;0;0;0;0;0;1;4;2;0;1;2;9;1;18;1;23;8;0;0;10;3;1;0;1;0;1;6;2;0;0;4;1;30;13;0;2;1;3;6;3;1;1;1;0;6;0;0;5;0;0;0;12;0;1;6;0;3;0;6;8;3;3;25;27;2;0;0;9;0;8;1;0;4;24;0;22;0;2;0;2;3;65;16;69;0;4;0;3;1;1;46;55;15;1;3;1;20;0;1;6;7;6;8;4;19;0;0;0;4;1;2;0;7;3;0;9;12;2;2;4;1;9;1;25;0;0;3;3;16;1;2;13;16;62;29
mt0013458428;Q3;mt0013458428;3.0;2.64;1.8556833333333336;1.5697642857142853;1.2476190476190483;-1;1.0;1.0;0.1;0.1142857142857142;0.05;0.225;10;4;10;7;4;2;6;1;10;0;8;14;3;1;0;4;0;1;56;25;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;7;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;8;2;2;0;0;0;2;1;0;0;1;0;0;0;2;0;0;0;0;1;0;5;4;0;2;10;0;5;1;1;0;44;0;0;0;0;0;5;0;10;2;6;2;16;0;10;0;11;12;15;5;13;0;1;0;0;1;0;0;2;0;0;0;0;0;0;1;1;2;4;0;2;6;0;0;0;1;1;4;0;6;5;0;7;12;0;0;0;0;0;0;3;1;6;0;0;64;0;0;0;3;35;11
mt0013524535;Q2;mt0013524535;1.7307692307692304;2.28;1.8743208226221093;1.718500514138816;1.6611825192802063;-1;1.0;1.0;1.0;1.0;1.0;0.1666666666666666;61;111;73;30;112;75;166;18;58;9;166;99;9;3;36;37;37;27;67;21;1;1;20;1;19;4;17;0;10;22;0;13;3;15;6;42;2;1;0;16;18;10;1;4;3;0;18;4;5;6;3;18;23;18;1;27;6;15;18;8;10;3;17;7;7;2;9;5;0;57;7;14;3;19;13;4;12;2;13;18;18;34;14;48;8;7;7;59;17;77;4;8;6;37;3;50;10;29;5;6;27;180;54;27;0;1;3;36;1;4;7;62;24;0;6;0;30;1;0;5;6;11;0;11;22;16;17;0;18;18;4;0;40;12;2;26;40;5;6;5;1;16;8;33;4;3;27;6;41;24;6;71;11;216;105
mt0013602925;Q2;mt0013602925;1.38;2.0;1.826081102362205;1.7212748031496072;1.664566929133858;1;1.0;1.0;1.0;1.0;0.54;0.96;9;47;9;10;44;20;33;10;21;0;49;34;0;7;4;5;1;14;14;24;1;0;6;0;1;1;2;0;1;2;1;4;2;4;4;17;1;0;0;6;5;0;0;4;1;0;19;2;0;9;7;8;19;15;0;5;4;1;11;0;3;6;17;1;1;6;2;2;0;2;2;9;0;4;2;0;6;1;0;3;6;7;2;40;2;2;0;11;0;20;0;3;8;7;0;22;1;0;6;26;9;45;23;11;1;4;0;1;0;1;4;11;6;0;0;1;7;0;0;5;5;0;0;0;0;6;7;0;14;23;9;0;46;3;1;10;14;0;1;0;1;7;2;8;0;1;4;0;6;3;32;19;10;57;33
mt0013610638;Q2;mt0013610638;1.5576190476190472;2.1080952380952382;1.747075;1.86938;1.6185714285714283;-1;1.0;1.0;1.0;1.0;0.2666666666666666;1.0;15;60;13;15;55;25;63;14;27;2;49;38;0;9;10;4;9;12;17;17;0;0;5;1;4;1;1;0;0;0;6;1;0;5;0;19;0;0;0;1;10;6;0;1;3;0;2;0;0;2;0;2;15;9;0;5;4;2;11;1;4;1;43;6;2;0;3;3;1;12;5;9;0;8;3;0;1;0;8;12;9;13;1;13;1;1;13;41;4;22;0;2;1;0;3;0;0;0;1;5;4;80;30;11;5;1;1;6;0;0;10;20;15;5;0;0;20;3;0;1;4;2;0;1;3;1;1;0;7;28;4;1;40;1;0;5;6;0;0;6;5;6;0;12;3;0;4;0;9;0;6;10;7;59;59
mt0013613711;Q2;mt0013613711;1.3403225806451606;2.4016129032258062;1.657764539007093;1.7683716312056748;1.7460992907801414;1;1.0;1.0;1.0;1.0;0.1333333333333333;0.2;23;85;23;7;80;82;80;15;20;0;85;25;0;2;13;6;5;26;24;13;0;0;7;0;7;3;7;11;7;11;3;3;6;8;9;37;2;0;1;9;14;6;0;4;4;0;13;5;0;7;1;4;16;9;0;2;4;0;16;0;0;2;22;6;3;0;6;0;1;9;3;13;1;3;0;0;3;1;6;3;13;15;12;28;1;0;1;19;2;16;1;3;3;0;0;7;0;0;8;33;13;69;17;25;1;4;12;22;0;4;23;68;0;2;3;0;5;0;0;3;3;0;2;1;3;11;11;0;13;23;1;1;38;0;0;24;24;6;6;0;3;6;0;4;2;1;7;0;9;0;40;29;9;34;46
mt0013658337;Q1;mt0013658337;2.5585714285714287;2.282857142857143;1.9186863095238087;1.6543053571428583;1.6702380952380953;1;1.0;1.0;0.9;0.9;0.7;0.0615384615384615;41;22;41;23;20;15;18;9;13;7;101;23;8;1;3;6;32;5;23;5;0;0;4;0;2;1;3;0;0;17;0;8;0;2;0;23;2;3;3;8;13;13;0;0;0;0;5;0;2;2;0;2;23;12;4;0;1;3;5;1;15;1;0;1;13;0;2;1;0;1;14;15;1;5;14;2;6;0;9;9;0;0;13;16;1;1;0;22;0;33;0;2;3;12;1;26;0;0;0;0;0;109;15;11;1;1;0;0;0;0;7;8;9;0;0;0;9;0;0;5;5;9;0;8;17;1;1;0;3;1;1;4;9;7;0;10;17;1;1;4;2;13;0;1;0;2;2;2;9;5;0;51;10;64;42
mt0013666337;Q3;mt0013666337;1.5475;2.3475;1.8015272727272729;1.846132954545456;1.570454545454546;-1;1.0;1.0;0.1142857142857142;0.2571428571428571;0.0;0.0615384615384615;18;16;18;22;17;4;59;31;13;5;29;34;6;6;7;11;3;4;17;5;0;0;1;0;1;0;0;0;1;1;0;0;3;2;0;17;0;0;0;3;0;0;0;0;0;0;2;1;0;0;1;2;0;0;0;3;1;1;3;5;3;5;3;0;8;0;3;0;3;2;1;5;0;7;5;0;2;0;1;6;2;3;32;7;0;0;7;14;1;17;0;3;0;9;0;10;0;0;1;0;3;39;12;25;0;6;3;0;0;0;33;43;2;0;0;0;2;0;0;1;1;4;1;4;9;0;1;0;1;4;3;0;8;1;0;7;8;0;0;0;2;6;1;2;0;0;2;0;1;0;0;16;0;62;25
mt0013751364;Q2;mt0013751364;1.8237142857142865;2.2634285714285705;1.833616803953876;1.6544696869851734;1.4995057660626074;-1;1.0;0.6;1.0;0.7999999999999999;1.0;1.0;94;58;101;65;53;39;172;50;32;17;222;91;0;6;23;15;49;22;106;67;1;7;14;0;9;8;21;1;8;18;2;5;7;27;8;76;7;4;3;13;13;8;1;3;1;0;39;16;9;5;4;15;47;26;13;9;9;16;39;16;12;15;28;10;18;3;3;4;2;7;9;40;1;29;39;3;28;0;16;49;28;38;13;91;12;5;11;75;7;77;4;5;26;49;17;55;0;15;4;22;60;245;109;63;1;18;12;4;6;3;29;78;27;2;5;1;35;0;3;6;9;15;2;1;18;10;10;5;9;7;5;0;26;33;1;55;89;11;15;16;8;32;0;20;0;2;9;17;65;33;26;89;32;412;160
mt0013752990;Q2;mt0013752990;2.0828571428571427;2.161904761904762;1.836985359116024;1.6415447513812136;1.525966850828729;-1;1.0;1.0;1.0;0.3085714285714285;0.3;1.0;45;57;46;43;52;44;102;32;16;16;166;46;0;2;12;6;17;17;38;21;0;4;9;4;5;19;3;2;5;12;4;13;8;29;2;65;9;0;0;22;8;3;2;1;2;0;28;13;3;7;3;3;47;26;6;4;7;16;9;5;16;3;4;2;10;3;5;8;4;10;9;33;0;17;20;8;6;0;5;25;15;17;10;23;7;3;12;31;1;41;6;2;21;17;6;32;0;4;1;12;15;190;72;40;1;7;12;13;4;1;29;74;8;3;1;3;15;0;4;3;7;5;6;1;12;5;7;0;3;5;1;0;9;22;2;33;60;12;22;5;4;34;1;10;1;4;5;10;14;6;11;57;27;217;79
mt0013795989;Q1;mt0013795989;2.600909090909091;1.81;1.913601212121212;1.7069121212121208;1.4999999999999991;-1;1.0;0.8;1.0;0.8;0.45;0.1166666666666666;78;56;77;37;51;25;78;35;15;4;155;89;7;12;30;15;29;14;23;24;0;1;13;0;14;5;6;0;9;11;1;6;6;14;9;40;0;2;1;12;5;4;0;0;1;0;28;12;6;4;3;3;26;14;5;21;5;10;22;1;9;7;13;1;7;1;6;1;7;3;6;21;0;28;17;2;16;1;5;28;12;18;14;32;11;11;3;26;6;29;1;1;15;17;1;62;2;0;0;3;30;180;42;52;4;0;5;1;0;1;16;34;9;0;2;1;12;1;1;1;3;11;0;3;14;6;6;1;0;13;0;2;16;32;0;41;73;11;15;0;9;47;2;13;0;2;23;17;14;25;2;28;10;208;95
mt0013805035;Q1;mt0013805035;2.1733333333333333;1.8866666666666667;1.947877659574468;1.7581297872340431;1.5617021276595748;1;1.0;0.2666666666666666;0.0909090909090909;0.09;0.0888888888888888;0.1666666666666666;24;22;23;22;22;30;35;9;13;4;56;26;0;4;9;4;12;2;18;16;0;0;15;0;12;0;0;6;0;0;0;10;0;12;0;32;0;6;2;10;9;8;0;0;1;0;9;8;1;0;0;0;8;6;0;2;0;6;2;0;7;3;1;3;7;0;0;0;2;2;7;6;0;9;2;3;7;0;5;13;0;1;0;26;0;0;3;10;1;7;0;2;2;16;1;20;0;4;4;16;11;83;17;23;1;0;1;6;0;0;0;7;0;0;0;0;0;0;1;6;7;2;0;4;6;13;13;0;5;2;0;4;11;1;0;9;10;0;0;4;0;0;0;2;0;0;3;3;23;0;20;7;6;73;33
mt0013868618;Q3;mt0013868618;2.3922222222222222;2.231111111111112;1.8632435000000025;1.718835499999998;1.6249999999999991;-1;1.0;0.2666666666666666;0.1428571428571428;0.1428571428571428;0.1428571428571428;0.0615384615384615;27;47;27;41;47;1;27;8;65;2;45;113;6;3;17;11;6;10;15;23;1;2;2;1;1;3;2;0;0;0;1;0;0;0;0;27;0;0;0;0;20;1;11;0;8;0;4;1;0;0;3;6;29;15;2;21;8;0;0;3;0;1;9;6;12;0;1;0;0;3;12;12;24;4;7;0;5;0;4;10;7;15;3;5;4;0;3;31;8;17;3;0;1;28;0;12;0;0;0;1;6;79;40;39;0;2;1;0;0;0;0;3;2;1;1;0;4;0;0;2;2;21;0;5;26;0;0;0;9;1;3;0;13;9;9;20;38;2;2;0;8;19;0;25;1;0;3;0;4;2;1;58;14;70;22
mt0013906090;Q1;mt0013906090;2.5;2.75;1.8296121794871805;1.7762660256410254;1.7192307692307691;1;0.8;0.2666666666666666;0.1333333333333333;0.1333333333333333;0.1333333333333333;0.027027027027027;10;1;9;22;1;4;30;9;12;4;30;5;3;0;2;3;3;0;14;21;0;0;0;1;0;13;1;1;15;15;0;18;27;16;3;10;0;9;1;45;0;0;0;0;0;0;2;2;0;0;0;1;9;2;1;5;2;1;5;1;1;0;0;0;0;0;6;0;0;0;1;3;0;0;0;1;1;4;3;8;4;6;0;26;2;0;6;26;2;42;2;8;2;16;0;0;0;0;0;2;0;41;14;11;0;3;0;0;3;1;4;25;1;0;0;0;1;0;0;5;5;1;0;13;14;3;3;0;0;0;0;0;0;5;0;2;7;0;0;3;0;15;0;8;0;7;0;4;13;4;2;24;3;98;34
mt0013921881;Q2;mt0013921881;1.5433333333333332;2.310833333333333;1.7991905325443802;1.6656848126232733;1.5341222879684429;-1;1.0;1.0;1.0;0.9;1.0;1.0;64;94;63;48;91;78;153;46;26;5;192;68;1;7;31;16;26;29;42;23;1;1;14;2;9;6;9;6;6;18;2;20;7;15;3;56;5;0;0;27;6;1;3;1;0;0;25;10;4;2;7;10;31;17;0;3;4;13;18;3;16;8;12;7;9;3;3;3;5;20;10;48;1;12;10;7;5;0;8;15;10;15;25;45;7;6;5;32;5;83;8;6;22;37;2;56;1;7;5;24;16;169;56;65;2;12;19;22;2;2;23;95;10;1;2;1;14;0;2;1;3;13;3;1;17;7;9;0;11;14;6;1;32;9;0;23;35;8;11;7;11;23;2;8;1;3;6;18;21;10;27;79;18;326;146
mt0013924254;Q1;mt0013924254;2.1983333333333333;1.6450000000000002;1.9463005102040825;1.6339887755102034;1.7999999999999992;-1;1.0;1.0;0.5;0.4;0.6;0.1285714285714285;25;13;31;19;10;8;39;16;9;1;24;9;1;0;5;0;17;4;22;14;0;0;7;6;28;0;3;0;39;26;0;2;26;4;0;18;24;0;1;28;67;54;13;0;0;0;10;4;0;0;0;0;2;3;0;3;6;0;6;1;0;1;2;0;1;0;1;0;4;1;0;0;1;9;25;1;0;1;5;2;16;21;1;30;1;1;0;5;4;28;0;6;0;0;0;0;0;16;2;10;21;28;19;7;2;0;0;1;4;13;6;37;10;0;3;1;14;0;0;14;14;1;1;3;5;6;12;0;0;33;0;0;33;1;2;6;9;3;3;0;3;4;0;4;13;0;2;4;21;5;10;20;2;121;41
mt0013930651;Q1;mt0013930651;2.8421428571428566;2.627142857142857;1.9400776422764228;1.6818207317073175;1.6796747967479666;1;1.0;0.4;0.109090909090909;0.0941176470588235;0.24;0.0324324324324324;54;35;54;35;35;32;60;23;11;4;151;15;20;0;0;6;20;2;48;24;0;0;3;0;3;29;2;0;1;5;0;4;1;30;13;64;4;1;3;5;19;1;0;12;3;2;2;1;1;0;0;0;56;9;0;3;0;7;27;4;1;5;14;16;9;0;5;2;0;1;8;61;0;4;6;1;0;0;4;0;1;3;20;31;1;1;2;20;2;53;0;1;13;2;3;0;2;0;0;0;26;124;66;16;0;12;1;2;3;1;3;23;2;0;0;0;2;0;27;13;40;8;0;4;12;1;2;0;0;2;14;0;16;0;0;1;1;0;0;0;6;54;2;5;0;1;1;4;37;0;0;25;10;171;70
